group,Duration (in seconds),prolific_ID,1_Date_of_birth,Age,Gender,Education,Education_numeric,Income,Political,Platforms,Platforms_text,Using_PSPs,Using_Spotify,Personalization,Satisfaction,Personalization_satisfaction,understand_you,understand_other,benefit_1,benefit_4,benefit_5,fee,preferences_1,preferences_4,preferences_5,equal_fee,Fee_personalization,Fee_without_personalization,Personalization_fee_difference
treatment,131,6140f3b3b624dbf032f355f7,1994,27,Female,Graduate school,4,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,8,5,3,5,They should be charged the same amount,8,8,0
treatment,120,5f95af07a42fca433c888a3b,1996,25,Male,College / university,3,$2000 to $4999,Independent,"HBO Max,Hulu,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,3,3,2,8,4,1,4,User A,10,8,2
treatment,217,5f369f5484d5ad083b7ce317,1984,37,Female,College / university,3,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Rarely,Rarely,2,Yes,Yes,3,3,4,10,5,1,1,They should be charged the same amount,10,10,0
treatment,158,2EA31549,1994,27,Female,College / university,3,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Paramount Plus,Peacock,Spotify",,2,1,Always,Most of the time,4,Yes,Yes,5,3,5,10,5,2,5,They should be charged the same amount,5,5,0
treatment,108,61004d2ec98a8829adf3c5c9,1995,26,Female,Graduate school,4,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,4,4,5,5,4,5,2,User A,10,5,5
treatment,183,5f484d7b5a01ee31c81bf9df,1985,36,Male,High school,2,$2000 to $4999,Something else,"Amazon Prime / Amazon Music,Hulu,Netflix,Paramount Plus,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,4,10,4,4,4,They should be charged the same amount,10,10,0
treatment,105,61083716728be05829e73b0d,1999,22,Female,College / university,3,$2000 to $4999,Republican,"Hulu,Netflix,Peacock",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,3,3,10,4,3,3,User A,10,6,4
treatment,762,5865adeba3462300010673dc,1989,32,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Most of the time,4,Yes,Yes,5,5,4,10,4,2,5,They should be charged the same amount,9,9,0
treatment,205,6100df69ad8fd833f5e0b523,1997,24,Female,College / university,3,Less than $1999,Republican,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Peacock,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,3,4,4,They should be charged the same amount,5,5,0
treatment,146,5c6ee20c0506a200015c4275,1982,39,Female,High school,2,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,4,3,2,They should be charged the same amount,5,5,0
treatment,814,5a78ca07b093f80001a764f6,1980,41,Male,Graduate school,4,$2000 to $4999,Independent,"Hulu,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,4,5,10,5,2,2,They should be charged the same amount,10,10,0
treatment,377,614e18512c4025628a3e92c0,1982,39,Female,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,4,4,5,10,5,2,2,They should be charged the same amount,10,10,0
treatment,292,6112f0d08bf15bbbf49ee28f,1997,24,Male,College / university,3,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,3,4,15,5,2,4,They should be charged the same amount,15,15,0
treatment,218,5c0382381a20110001e98d1b,1986,35,Female,High school,2,$2000 to $4999,Republican,"Hulu,Netflix,Pandora,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,4,5,10,4,3,5,They should be charged the same amount,10,10,0
treatment,114,5aeb628f5a2f4c0001a3b428,1997,24,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,3,5,7,5,1,2,They should be charged the same amount,7,7,0
treatment,215,61086bf229f70faa16a47e58,1999,22,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,4,4,10,5,2,5,User A,10,5,5
treatment,134,577443eef8f7ed00014b4842,1993,28,Male,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,2,4,4,11,5,2,3,User A,15,10,5
treatment,332,5f7012d59b7f225dc1ba2090,1996,25,Female,College / university,3,Prefer not to say,Prefer not to say,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Hulu,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,4,5,11,4,2,3,User A,13,11,2
treatment,146,610ad7c325529b36c4598cf4,1992,29,Female,College / university,3,$2000 to $4999,Something else,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,5,11,2,3,5,They should be charged the same amount,11,11,0
treatment,749,60ff0183cb1fef32d9bda9c1,1988,33,Female,High school,2,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Hulu,Netflix,Pandora,Spotify",,2,1,Most of the time,Sometimes,3,Yes,Yes,4,4,3,7,4,2,5,They should be charged the same amount,7,7,0
treatment,146,5ee074e97372d43cc027231b,1996,25,Female,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Rarely,Most of the time,4,Yes,Yes,4,4,3,10,4,2,4,They should be charged the same amount,10,10,0
treatment,178,61423f272579be91d8c130a6,2002,19,Female,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,4,10,5,1,4,They should be charged the same amount,10,10,0
treatment,235,5dd71e92b966de6d215924b0,1979,42,Male,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Sometimes,Rarely,2,Yes,Yes,3,3,4,5,5,2,2,They should be charged the same amount,5,5,0
treatment,142,5f4058ed68b88419526e0c9c,1995,26,Non-binary / third gender,High school,2,Less than $1999,Something else,"Amazon Prime / Amazon Music,Hulu,Spotify",,2,1,Sometimes,Rarely,2,Yes,Yes,3,3,3,5,5,1,3,They should be charged the same amount,5,5,0
treatment,176,60fd070f70f438c044ec9455,1995,26,Female,College / university,3,$20000 or more,Democrat,"Disney Plus,HBO Max,Hulu,Netflix,Peacock,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,6,4,5,5,User A,10,6,4
treatment,201,60fe21d7301f49dfc4aa5f3a,1987,34,Female,College / university,3,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,3,4,7,5,3,4,They should be charged the same amount,8,8,0
treatment,175,5f12b3d5c1b7a7225840a939,2002,19,Female,College / university,3,Prefer not to say,Democrat,"Apple Music,Disney Plus,HBO Max,Netflix",,2,0,Never,,0,Yes,Yes,4,4,5,7,5,1,2,They should be charged the same amount,7,7,0
treatment,305,613290e8a4520dd8d0cc061a,2000,21,Female,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,4,4,5,12,3,5,4,User A,12,10,2
treatment,856,610df4dd015937d7e2fd36f4,1990,31,Female,High school,2,$2000 to $4999,Republican,"Apple Music,Disney Plus,Netflix",,2,0,Most of the time,Most of the time,4,Yes,Yes,4,4,4,10,5,2,3,They should be charged the same amount,10,10,0
treatment,95,5c19d6768e10de0001ff255f,1987,34,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Peacock,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,3,5,7,4,2,4,They should be charged the same amount,7,7,0
treatment,314,613fbd33d256b3944acab2f8,1976,45,Female,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify,YouTube Premium / YouTube Music,Other",Apple TV,2,1,Rarely,Sometimes,3,Yes,Yes,2,3,5,8,4,1,2,User A,8,5,3
treatment,200,5b9811290f2cf000010f31fb,1978,43,Male,High school,2,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Netflix",,2,0,Sometimes,Rarely,2,Yes,Yes,4,4,5,10,5,2,4,They should be charged the same amount,10,10,0
treatment,162,5f7d4a2c5db79d21c7d07240,1993,28,Female,Graduate school,4,Less than $1999,Democrat,Hulu,,1,0,Sometimes,Sometimes,3,Yes,Yes,4,4,4,6,4,4,4,They should be charged the same amount,6,6,0
treatment,212,5f55584f7a2c9112c6207cb2,1990,31,Male,Graduate school,4,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,3,3,3,5,3,3,3,They should be charged the same amount,5,5,0
treatment,122,6172eaa916bbc437c8eb8942,1987,34,Non-binary / third gender,High school,2,Less than $1999,Democrat,"Disney Plus,HBO Max,Hulu,Netflix,Peacock,YouTube Premium / YouTube Music",,2,0,Sometimes,Most of the time,4,Yes,Yes,2,1,2,3,4,1,5,User B,5,8,-3
treatment,144,615cc7c9fe9f26fa64250891,1988,33,Female,Graduate school,4,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Hulu,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,3,3,5,15,4,3,4,They should be charged the same amount,15,15,0
treatment,348,60fdef62c67aaae4bf110ed5,1994,27,Female,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,4,8,4,3,4,User A,8,5,3
treatment,204,60fdfdb624323ee97a9b7207,2001,20,Female,High school,2,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Hulu,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,5,5,5,10,4,1,5,They should be charged the same amount,10,10,0
treatment,161,5c92590a1f991d00161a6fa3,1979,42,Male,College / university,3,$2000 to $4999,Republican,"Disney Plus,Peacock",,2,0,Sometimes,Sometimes,3,Yes,Yes,2,4,5,7,5,5,5,They should be charged the same amount,7,7,0
treatment,239,61004752a4786349035ba0cd,1991,30,Female,College / university,3,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,6,5,2,5,They should be charged the same amount,6,6,0
treatment,101,59ad6f1e09709e00013c2ba5,1992,29,Female,College / university,3,$2000 to $4999,Democrat,Spotify,,1,1,Sometimes,Sometimes,3,Yes,Yes,3,4,5,10,5,1,1,They should be charged the same amount,10,10,0
treatment,239,60fcea079ee8235b63d47193,1998,23,Female,College / university,3,Prefer not to say,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,4,4,7,4,3,3,They should be charged the same amount,4,4,0
treatment,213,6111661e493dffde1cfe774c,1996,25,Female,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,4,5,10,4,2,4,They should be charged the same amount,10,10,0
treatment,184,5dc86f46292aaa5da9d04d55,1985,36,Male,College / university,3,Less than $1999,Independent,"Amazon Prime / Amazon Music,YouTube Premium / YouTube Music",,2,0,Rarely,Sometimes,3,Yes,Yes,2,3,5,10,5,1,2,They should be charged the same amount,10,10,0
treatment,159,5f75e9c8b2863b2bb2cb78c2,2000,21,Female,College / university,3,Less than $1999,Democrat,"Disney Plus,Netflix",,2,0,Always,Most of the time,4,Yes,Yes,5,5,5,5,1,5,5,User B,5,8,-3
treatment,163,5700616b8a49c7000d0c73ad,1988,33,Female,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix",,2,0,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,5,3,4,They should be charged the same amount,5,5,0
treatment,167,5e387dba03aa45000bc6e272,1984,37,Female,High school,2,Less than $1999,Republican,"Amazon Prime / Amazon Music,Netflix,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,5,5,5,4,2,5,User B,5,9,-4
treatment,87,6126dcad21480f119d5d7f0b,2000,21,Female,College / university,3,Less than $1999,Republican,"Hulu,Netflix,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,3,4,5,6,4,1,2,They should be charged the same amount,6,6,0
treatment,276,609d4891adb1b469c5153cf1,1987,34,Female,College / university,3,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix",,2,0,Rarely,Rarely,2,Yes,Yes,3,3,3,5,5,5,3,User A,5,0,5
treatment,942,610c1f5589b34e1f2b8f4d1f,1997,24,Female,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,4,4,5,4,4,1,4,They should be charged the same amount,4,4,0
treatment,141,5c3a865019ceb400010c914a,1990,31,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,3,2,5,15,4,3,3,User A,5,0,5
treatment,383,5b47b4257356580001f34fc3,1991,30,Male,High school,2,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,4,5,15,3,5,5,User B,10,15,-5
treatment,158,61085404af087192c850b26b,2000,21,Female,High school,2,$20000 or more,Democrat,"Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,4,5,4,2,4,They should be charged the same amount,5,5,0
treatment,181,60fcc8cd92c6c02527e6dc0d,1999,22,Female,College / university,3,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,3,4,5,4,1,4,They should be charged the same amount,5,5,0
treatment,81,6110ae99760901f60af9af27,1993,28,Female,College / university,3,$2000 to $4999,Democrat,"Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,3,5,10,4,2,4,User A,10,5,5
treatment,125,61002d0b8920b51da825d9d3,1998,23,Female,College / university,3,$2000 to $4999,Democrat,"Hulu,Paramount Plus,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,5,4,4,15,2,4,5,They should be charged the same amount,15,15,0
treatment,277,60fcfe92b4c282d628f6fecf,1994,27,Female,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Hulu,Netflix",,2,0,Sometimes,Rarely,2,Yes,Yes,4,4,5,5,4,2,5,They should be charged the same amount,5,5,0
treatment,190,5f426f5d2e151506ee5a8f99,1978,43,Male,College / university,3,$20000 or more,Democrat,"Apple Music,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,5,4,10,4,3,3,They should be charged the same amount,10,10,0
treatment,303,5f273f8ba9a38c44acd49ffe,2002,19,Female,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Netflix",,2,0,Most of the time,Most of the time,4,Yes,Yes,3,4,2,13,2,2,5,User A,13,10,3
treatment,246,61071e6e0e9a6eb6a330a628,2000,21,Female,High school,2,Less than $1999,Democrat,"HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,5,1,4,They should be charged the same amount,5,5,0
treatment,263,606b29f6148dd3f29fa02b57,2002,19,Male,High school,2,Prefer not to say,Independent,"Disney Plus,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,3,4,10,5,5,4,They should be charged the same amount,10,10,0
treatment,148,611844ce1d5b254b883999c1,1998,23,Female,College / university,3,Prefer not to say,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,4,5,5,4,2,3,User A,12,10,2
treatment,680,602eedbe0f39e6b590b22070,2000,21,Female,High school,2,$20000 or more,Democrat,"Hulu,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,10,5,2,4,They should be charged the same amount,10,10,0
treatment,195,60199dc499b0a7105341be00,1977,44,Female,Graduate school,4,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Pandora,Peacock",,2,0,Sometimes,Rarely,2,Yes,Yes,4,4,4,5,4,2,4,User A,7,5,2
treatment,340,5fc76a415002cb02da36e980,1979,42,Female,College / university,3,Less than $1999,Republican,"Amazon Prime / Amazon Music,Hulu,Netflix,Pandora",,2,0,Sometimes,Always,5,Yes,Yes,5,5,5,10,3,5,5,They should be charged the same amount,10,10,0
treatment,173,610079457524372697f9daa9,2003,18,Female,High school,2,Prefer not to say,Republican,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,4,10,4,3,5,They should be charged the same amount,5,5,0
treatment,124,60ba51dd7a73b3641563a2de,1992,29,Male,College / university,3,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,15,4,1,3,They should be charged the same amount,15,15,0
treatment,183,5d924b1fc48e5f0017ad2579,1984,37,Male,High school,2,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Most of the time,4,Yes,Yes,4,4,5,10,5,1,4,They should be charged the same amount,10,10,0
treatment,192,5f6837758ab63d4814ea553f,1979,42,Male,College / university,3,$5000 to $9999,Democrat,Netflix,,1,0,Rarely,Never,1,Yes,Yes,1,1,1,6,5,2,5,They should be charged the same amount,6,6,0
treatment,297,608b6cc2e5081f176396fd59,1999,22,Non-binary / third gender,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Hulu",,2,0,Sometimes,Rarely,2,Yes,Yes,2,4,5,11,4,1,1,They should be charged the same amount,10,10,0
treatment,139,5b29528dfdb21100019163cf,1989,32,Male,College / university,3,$2000 to $4999,Independent,,,0,0,,,0,Yes,Yes,4,4,5,5,5,2,5,They should be charged the same amount,5,5,0
treatment,218,60ff73944b8a448452e215ec,1993,28,Female,College / university,3,Less than $1999,Republican,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,4,15,4,4,3,User A,12,8,4
treatment,220,5ebed3f9f0b4d80eb8cb801a,1998,23,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,5,10,5,1,2,They should be charged the same amount,10,10,0
treatment,255,603045b710c7c1eb49bed154,2001,20,Male,High school,2,Less than $1999,Democrat,Apple Music,,1,0,Rarely,Most of the time,4,Yes,Yes,3,4,2,10,3,2,4,They should be charged the same amount,10,10,0
treatment,180,61083e50d5c3a0c8c5d9c10d,1983,38,Female,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Netflix,Pandora,Spotify,YouTube Premium / YouTube Music",,2,1,Never,,0,Yes,Yes,1,1,5,10,4,1,5,User B,30,10,20
treatment,183,6108767c9bec77d0e42e3c44,1999,22,Female,College / university,3,Less than $1999,Independent,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Rarely,Rarely,2,Yes,Yes,3,4,1,6,5,1,4,They should be charged the same amount,6,6,0
treatment,153,5fbc7c8b02bb0c14bfbe08ef,1979,42,Male,College / university,3,$10000 to $19999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,4,4,7,4,4,3,User A,7,5,2
treatment,122,5ec631a0d0e7ca0008a9265f,1997,24,Male,College / university,3,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Apple Music",,2,0,Most of the time,Most of the time,4,Yes,Yes,5,5,5,10,5,3,4,User A,10,7,3
treatment,150,5e7b9a17aa127708ed804d16,1986,35,Female,College / university,3,Less than $1999,Democrat,Netflix,,1,0,Sometimes,Sometimes,3,Yes,Yes,4,3,4,5,5,2,5,They should be charged the same amount,3,3,0
treatment,121,5d36af6e889109001ae67e23,1998,23,Male,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,2,5,12,5,2,2,They should be charged the same amount,12,12,0
treatment,224,5fc1c035ac92312b4c2e6bab,1992,29,Female,High school,2,$5000 to $9999,Republican,"Amazon Prime / Amazon Music,Disney Plus,Netflix,Paramount Plus,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,4,4,5,7,5,3,2,They should be charged the same amount,7,7,0
treatment,306,61006777c0074e2007e1211f,1996,25,Female,High school,2,$20000 or more,Something else,"Disney Plus,Hulu,Netflix,Spotify",,2,1,Never,,0,Yes,Yes,2,2,4,15,5,2,2,They should be charged the same amount,15,15,0
treatment,226,610840262cce4d0594be48d0,1996,25,Female,High school,2,Less than $1999,Republican,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,4,8,5,2,3,They should be charged the same amount,8,8,0
treatment,313,5f482d1cb56e682de577bd46,1976,45,Female,College / university,3,$2000 to $4999,Independent,"Hulu,Netflix,Peacock",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,4,5,6,5,2,5,They should be charged the same amount,6,6,0
treatment,192,60d61b6cee4e8660200faa9e,1998,23,Female,High school,2,$2000 to $4999,Democrat,"Apple Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Rarely,Never,1,Yes,Yes,5,5,5,12,5,2,1,User A,12,10,2
treatment,184,6105e3052a817fed72c0a7e0,2000,21,Female,High school,2,Prefer not to say,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,2,4,10,4,3,4,User A,10,8,2
treatment,102,5e89533c4d3d675e800bfc7c,1987,34,Male,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix",,2,0,Sometimes,Rarely,2,Yes,Yes,3,3,3,10,3,3,1,User A,10,8,2
treatment,267,61160a48189cddf97ebdb1f9,1996,25,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Peacock,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,10,4,3,4,User B,5,10,-5
treatment,153,5c583efcab6f0c0001b88e36,1996,25,Male,College / university,3,$2000 to $4999,Democrat,"Hulu,Netflix,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,4,9,4,2,4,They should be charged the same amount,9,9,0
treatment,264,60fd0df9cea4c7f2db43e639,1997,24,Female,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,4,10,5,2,5,They should be charged the same amount,8,8,0
treatment,348,60fdd7da174f7c0bc1359b04,1977,44,Female,Graduate school,4,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus",,2,0,Sometimes,Most of the time,4,Yes,Yes,5,4,4,15,4,3,4,They should be charged the same amount,5,5,0
treatment,234,617378aeffbba11d8971051c,1982,39,Female,High school,2,Less than $1999,Democrat,Netflix,,1,0,Sometimes,Sometimes,3,Yes,Yes,4,4,4,10,4,4,4,They should be charged the same amount,10,10,0
treatment,224,611e6e8c8acc4bd1139e3f18,1997,24,Male,College / university,3,$2000 to $4999,Democrat,"Disney Plus,HBO Max,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,5,5,5,7,5,2,4,User A,10,5,5
treatment,193,5f9f81fd4fa66c5d0b60457c,1991,30,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,4,5,5,3,4,They should be charged the same amount,5,5,0
treatment,265,54846a7cfdf99b07b28f22d4,1991,30,Female,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,4,4,5,6,5,1,2,They should be charged the same amount,4,4,0
treatment,209,60fd94f3d702e2e637dcc4b1,2000,21,Female,College / university,3,$2000 to $4999,Independent,"HBO Max,Hulu,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,4,3,10,3,4,5,User A,10,3,7
treatment,181,610792af740400ed74fbb313,1997,24,Female,High school,2,Prefer not to say,Prefer not to say,Netflix,,1,0,Never,,0,Yes,Yes,1,1,1,10,5,3,1,User A,15,10,5
treatment,302,614e60f127b9ed6c4f9de15b,1996,25,Female,College / university,3,$2000 to $4999,Republican,"Disney Plus,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,4,5,10,4,2,4,User A,10,8,2
treatment,203,5ef7a58582cd880c21e6fb46,1995,26,Male,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Netflix",,2,0,Sometimes,Most of the time,4,Yes,Yes,3,3,4,10,4,4,3,They should be charged the same amount,10,10,0
treatment,278,6100e23b1ba42429a9f41925,2002,19,Female,High school,2,Prefer not to say,Democrat,"Hulu,Netflix,Spotify,YouTube Premium / YouTube Music",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,4,5,10,5,3,5,They should be charged the same amount,8,8,0
treatment,222,60bd0bb17389aa8dc2af9aa4,1989,32,Male,College / university,3,$10000 to $19999,Independent,"Disney Plus,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,5,5,10,4,3,2,User B,8,10,-2
treatment,141,5dd33f6b2091e93579973754,1980,41,Male,College / university,3,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,9,5,4,2,User A,10,9,1
